city,lat,lng
"מסד",32.844171,35.423168
"מסדה",32.682304,35.597658
"מסילות",32.497361,35.474653
"מסילת ציון",31.801448,35.009464
"מסילת-ציון",31.801448,35.009464
"מסלול",31.323676,34.590762
"מסעדה",33.231049,35.756291
"מסעודין אל-עזאזמה",31.199263,34.81745
"מעברות",32.364196,34.905735
"מעגלים",31.398857,34.59824
"מעגן מיכאל",32.558709,34.917818
"מעגן",32.706343,35.600576
"מעוז חיים",32.494069,35.550769
"מעון",31.414591,35.163895
"מעונה",33.016893,35.263628
"מעיליא",33.027193,35.256306
"מעין ברוך",33.239348,35.60936
"מעין צבי",32.568483,34.940625
"מעלה אדומים",31.777368,35.297957
"מעלה אפרים",32.071303,35.403901
"מעלה גלבוע",32.476064,35.420639
"מעלה גמלא",32.888255,35.685968
"מעלה החמישה",31.819022,35.111238
"מעלה לבונה",32.054435,35.239504
"מעלה מכמש",31.87913,35.305904
"מעלה עירון",32.554127,35.182501
"מעלה עמוס",31.596885,35.229367
"מעלה שומרון",32.165405,35.069745
"מעלות-תרשיחא",33.015025,35.276019
"מענית",32.457991,35.026574
"מעש",32.06351,34.892641
"מפלסים",31.502205,34.561676
"מצדות יהודה",31.365585,35.111341
"מצובה",33.062311,35.155707
"מצליח",31.906363,34.871279
"מצפה אבי\"ב",32.83795,35.201061
"מצפה יריחו",31.815687,35.39541
"מצפה נטופה",32.801747,35.383502
"מצפה רמון",30.610202,34.801899
"מצפה שלם",31.568874,35.400369
"מצפה",31.856771,35.167479
"מצר",32.440185,35.047703
"מקווה ישראל",31.797542,35.224692
"מרגליות",33.216473,35.544355
"מרום גולן",33.132582,35.777072
"מרחב עם",30.888021,34.828177
"מרחביה (מושב)",32.603272,35.314745
"מרחביה (קיבוץ)",32.605822,35.307385
"מרחביה-מושב",32.603272,35.314745
"מרחביה-קיבוץ",32.605822,35.307385
"מרכז אבשלום",32.795492,34.977134
"מרכז שפירא",31.696926,34.70732
"משאבי שדה",31.004041,34.78503
"משגב דב",31.819053,34.739163
"משגב עם",33.247571,35.548501
"משהד",32.738911,35.322495
"משואה",32.071818,35.403783
"משואות יצחק",31.702609,34.68997
"משמר איילון",31.872477,34.943255
"משמר דוד",31.823557,34.900678
"משמר הירדן",33.003483,35.598273
"משמר הנגב",31.364795,34.71797
"משמר העמק",32.610062,35.142674
"משמר השבעה",32.01089,34.822338
"משמר השרון",32.356304,34.904258
"משמרות",32.486512,34.983894
"משמרת",32.227585,34.922056
"משען",31.656884,34.621608
"מתן",32.159376,34.973192
"מתת",33.041683,35.356697
"מתתיהו",31.659024,35.143501
"נאות גולן",32.787025,35.693173
"נאות הכיכר",30.933367,35.378127
"נאות מרדכי",33.159784,35.595604
"נאות סמדר",30.049078,35.028107
"נאעורה",32.614679,35.391134
"נבטים",31.219759,34.88249
"נגבה",32.121695,35.033576
"נגוהות",31.493076,34.983349
"נהורה",31.62132,34.704498
"נהלל",32.690806,35.196091
"נהריה",33.011351,35.094671
"נוב",32.832851,35.783576
"נוגה",31.62569,34.695282
"נוה דקלים",31.851781,35.035055
"נווה אבות",31.797312,34.817831
"נווה אור",32.589024,35.554546
"נווה אטי\"ב",33.262019,35.740576
"נווה אילן",31.807584,35.080924
"נווה איתן",32.492303,35.53312
"נווה אפעל",32.095909,34.84756
"נווה אפרים",32.469669,34.98757
"נווה דניאל",31.676318,35.143294
"נווה דקלים",31.851781,35.035055
"נווה זוהר",31.152067,35.364772
"נווה זיו",33.027398,35.184332
"נווה חריף",30.039792,35.036492
"נווה ים",32.679768,34.931881
"נווה ימין",32.171691,34.939379
"נווה ירק",32.132728,34.92549
"נווה מבטח",31.806766,34.741232
"נווה מיכאל",31.673048,35.006712
"נווה שלום",31.817426,34.978337
"נועם",31.568566,34.788163
"נוף איילון",31.871214,34.991322
"נופים",32.155457,35.099842
"נופית",32.763373,35.148317
"נופך",31.836804,35.16975
"נוקדים",31.64533,35.244065
"נורדיה",32.314655,34.896794
"נורית",31.850638,35.277911
"נח\"ל יתיר",31.350959,35.016969
"נח\"ל עוז",32.056529,34.842159
"נחושה",31.628847,34.952734
"נחל עוז",31.472679,34.497676
"נחלה",32.220169,35.159017
"נחליאל",31.973541,35.140432
"נחלים",32.058596,34.913601
"נחלת יהודה",31.9827,34.806894
"נחם",31.767105,35.003912
"נחף",32.934674,35.316521
"נחשולים",32.613089,34.922251
"נחשון",31.831615,34.955988
"נחשונים",32.063235,34.947013
"נטועה",33.065386,35.323407
"נטור",32.854067,35.752576
"נטעים",31.945687,34.775147
"נטף",31.831275,35.069581
"ניין",32.630985,35.349401
"ניל\"י",31.963414,35.047272
"ניסנית",31.848843,35.038396
"ניצן",31.737517,34.630806
"ניצנה",30.886467,34.421519
"ניצני סיני",30.903427,34.39668
"ניצני עוז",32.306082,35.00328
"ניצנים",31.717843,34.634638
"ניר אליהו",32.197592,34.949377
"ניר בנים",31.671176,34.755014
"ניר גלים",31.825519,34.682542
"ניר דוד (תל עמל)",32.504061,35.457623
"ניר דוד )תל עמל(",32.504061,35.457623
"ניר דוד",32.504061,35.457623
"ניר ח\"ן",31.608905,34.714284
"ניר יפה",32.568981,35.244897
"ניר יצחק",31.236039,34.356703
"ניר ישראל",31.692155,34.638073
"ניר משה",31.477455,34.630087
"ניר עוז",31.309695,34.402076
"ניר עם",31.518458,34.580545
"ניר עציון",32.699124,34.992527
"ניר עקיבא",31.469932,34.646167
"ניר צבי",31.954402,34.86153
"נירים",31.335729,34.394088
"נירית",32.146205,34.984824
"נירן",31.968177,35.453893
"נס הרים",31.744191,35.059408
"נס עמים",32.965464,35.12159
"נס ציונה",31.93211,34.801328
"נעורים",32.377145,34.863027
"נעלה",31.962593,35.065977
"נעמי",31.762856,35.227095
"נען",31.883207,34.859238
"נצאצרה",31.259451,34.979229
"נצר חזני",31.661557,35.142352
"נצר סרני",31.923483,34.823441
"נצרים",31.849738,35.036993
"נצרת עילית",32.711538,35.324813
"נצרת עלית",32.699634,35.303548
"נצרת",32.699634,35.303548
"נשר",32.764899,35.049192
"נתיב הגדוד",31.989411,35.443283
"נתיב הל\"ה",31.687183,34.982524
"נתיב העשרה",31.572406,34.539323
"נתיב השיירה",32.991184,35.130746
"נתיבות",31.423195,34.595255
"נתניה",32.321457,34.853197
"סאלם",44.9428975,-123.0350963
"סאסא",33.028659,35.394571
"סביון",32.045588,34.87658
"סגולה",31.669545,34.778428
"סדום",31.674766,34.584022
"סואעד (חמרייה)",32.766903,35.168326
"סואעד (כמאנה)",32.90931,35.33693
"סואעד )חמרייה(",32.766903,35.168326
"סואעד )כמאנה(",32.90931,35.33693
"סואעד-כמאנה",32.90931,35.33693
"סוואעד חמיירה",32.766925,35.1681583
"סולם",32.6058194,35.3338778
"סוסיה",31.39105,35.11098
"סופה",31.793559,35.330785
"סייד",31.281228,34.932309
"סלמה",32.893247,35.370501
"סלעית",32.174913,35.007232
"סמר",29.833967,35.022205
"סנסנה",31.361764,34.901004
"סעד",31.470184,34.534358
"סער",33.028688,35.109234
"ספיר",32.123197,35.025287
"ספסופה",33.013122,35.440172
"סתריה",31.889853,34.842096
"עבדון",33.048791,35.179129
"עברון",32.991148,35.100033
"עגור",31.890784,35.030635
"עדי",32.782352,35.173413
"עדנים",32.138797,34.90915
"עוזה",31.593041,34.764526
"עוזייר",32.790613,35.326883
"עולש",32.331968,34.985323
"עומר",31.264304,34.849866
"עופר",32.621881,34.983473
"עופרה",31.955099,35.260325
"עופרים",32.017821,35.04392
"עוצם",31.637664,34.705109
"עוקבי",31.285093,34.92957
"עזוז",30.792201,34.472405
"עזר",31.736149,34.671449
"עזריאל",32.26284,34.971134
"עזריה",31.890494,34.911873
"עזריקם",31.751693,34.694819
"עטאוונה",31.301881,34.92695
"עטרת",32.001206,35.176983
"עידן",30.80629,35.299948
"עיילבון",32.837948,35.399997
"עיינות",31.9158333,34.7680556
"עילוט",32.717248,35.261484
"עין א-סהלה",32.491872,35.114225
"עין איילה",32.629962,34.944297
"עין אל-אסד",32.940753,35.401028
"עין גב",32.783392,35.640121
"עין גדי",31.45119,35.383573
"עין דור",32.655467,35.416389
"עין הבשור",31.280894,34.443448
"עין הוד",32.700291,34.982717
"עין החורש",32.38587,34.939995
"עין המפרץ",32.90258,35.093042
"עין הנצי\"ב",32.470709,35.501974
"עין העמק",32.629663,35.082248
"עין השופט",32.59681,35.100447
"עין השלושה",31.351721,34.403472
"עין ורד",32.264466,34.930707
"עין זיוון",33.096449,35.796315
"עין חוד",32.69136,34.99906
"עין חצבה",30.797207,35.245341
"עין חרוד (איחוד)",32.556805,35.392997
"עין חרוד (מאוחד)",32.556805,35.392997
"עין חרוד-איחוד",32.556805,35.392997
"עין חרוד-מאוחד",32.556805,35.392997
"עין יהב",30.658756,35.239657
"עין יעקב",33.009311,35.229026
"עין כרם-בי\"ס חקלאי",31.777866,35.153536
"עין כרם-ביס חקלאי",31.777866,35.153536
"עין כרמל",32.677911,34.953678
"עין מאהל",32.724294,35.353371
"עין נקובא",31.793909,35.119685
"עין עירון",32.484426,35.01007
"עין צורים",31.694935,34.718684
"עין קנייא",33.237362,35.731315
"עין ראפה",31.790604,35.116516
"עין שמר",32.461916,35.006732
"עין שריד",32.2749,34.934182
"עין תמר",30.943593,35.374072
"עינת",32.081947,34.937515
"עיר אובות",30.808966,35.244391
"עירון",32.468052,34.990039
"עכו",32.933051,35.08268
"עלומים",31.453048,34.514713
"עלי זהב",32.072226,35.064136
"עלי",32.071176,35.26686
"עלמה",33.051859,35.499637
"עלמון",31.855435,35.165027
"עמוקה",32.997668,35.524802
"עמינדב",31.751703,35.142429
"עמיעד",32.930353,35.540523
"עמיעוז",31.248462,34.413406
"עמיקם",32.564625,35.020328
"עמיר",33.178724,35.622083
"עמנואל",32.160687,35.136038
"עמקה",32.977663,35.161809
"ענב",32.283593,35.125199
"עספיא",32.720736,35.059089
"עפולה",32.610492,35.287924
"עץ אפרים",32.119402,35.046369
"עראבה",32.853704,35.337169
"עראמשה",33.0919444,35.2147222
"ערד",31.261446,35.214863
"ערוגות",31.862291,35.17699
"ערוער",31.148642,34.984902
"ערערה בנגב",31.160926,35.019758
"ערערה",32.496322,35.097294
"ערערה-בנגב",31.160926,35.019758
"ערערה-ערה",32.503814,35.079306
"עשרת",31.824912,34.747461
"עתלית",32.690874,34.942915
"עתניאל",31.438811,35.028165
"פארן",30.362644,35.15515
"פאת שדה",31.849125,35.032892
"פדואל",32.062478,35.052621
"פדויים",31.326274,34.612071
"פדיה",31.857767,34.883775
"פוריה - כפר עבודה",32.719845,35.545565
"פוריה - נווה עובד",32.743762,35.538112
"פוריה עילית",32.732735,35.546164
"פוריה-כפר עבודה",32.719845,35.545565
"פוריה-נווה עובד",32.743762,35.538112
"פוריידיס",32.59735,34.951901
"פורת",32.27708,34.948817
"פטיש",31.308665,34.638278
"פלך",32.933669,35.233612
"פלמחים",31.932704,34.706875
"פני חבר",31.487073,35.165101
"פסגות",31.899983,35.223925
"פסוטה",33.047819,35.308829
"פעמי תש\"ז",31.437966,34.692877
"פצאל",32.043491,35.443754
"פקיעין (בוקייעה)",32.976208,35.335795
"פקיעין חדשה",32.982194,35.323409
"פקיעין",32.976208,35.335795
"פקיעין-בוקייעה",32.976208,35.335795
"פרדס חנה-כרכור",32.476328,34.976069
"פרדסיה",32.30501,34.911733
"פרוד",32.933065,35.434319
"פרזון",32.545455,35.311116
"פרי גן",31.222013,34.355937
"פתח תקוה",32.08404,34.887764
"פתח תקווה",32.08404,34.887764
"פתחיה",31.866956,34.886872
"צאלים",31.732211,35.18951
"צביה",32.889005,35.3306
"צבעון",33.027183,35.417507
"צובה",31.784351,35.117953
"צוחר",31.237169,34.426445
"צופים",32.30391,34.96163
"צופין",32.197317,35.008914
"צופית",32.194879,34.920086
"צופר",30.559393,35.181475
"צוקי ים",32.360121,34.858543
"צוקים",30.49155,35.165444
"צור הדסה",31.719373,35.09696
"צור יגאל",32.215016,34.9863
"צור משה",32.29891,34.913118
"צור נתן",32.239672,35.014022
"צוריאל",33.006487,35.314792
"צורית",32.90235,35.249108
"צורן",32.287339,34.9459
"צורן-קדימה",32.287339,34.9459
"ציפורי",32.746747,35.276352
"צלפון",31.805598,34.931798
"צנדלה",32.522448,35.324422
"צפריה",32.004314,34.854665
"צפרירים",31.659617,34.944327
"צפת",32.964647,35.495999
"צרופה",32.647821,34.946457
"צרעה",31.762652,34.966932
"קבועה",31.225086,35.214756
"קבוצת יבנה",31.813986,34.719104
"קדומים",32.212389,35.157389
"קדימה",31.814145,35.198618
"קדמה",31.701908,34.775983
"קדמת צבי",33.029484,35.697746
"קדר",31.754383,35.310734
"קדרון",31.814141,34.79555
"קדרים",32.898885,35.471566
"קוואעין",31.323301,35.026032
"קוממיות",31.662582,34.729302
"קורנית",32.844411,35.251885
"קטורה",29.970886,35.061356
"קטיף",32.282977,35.125489
"קיסריה",32.519015,34.904546
"קלחים",31.449794,34.679094
"קליה",46.231018,15.2602936
"קלנסווה",32.28579,34.981489
"קלע",33.1316,35.690392
"קציר-חריש",32.485177,35.108731
"קצרין",32.990997,35.689867
"קרית אונו",32.054862,34.858859
"קרית ארבע",31.529325,35.115626
"קרית אתא",32.809143,35.119774
"קרית ביאליק",32.832153,35.088408
"קרית גת",31.611147,34.768461
"קרית טבעון",32.71622,35.127485
"קרית ים",32.849275,35.06893
"קרית יערים(מוסד)",31.8122806,35.1035806
"קרית יערים)מוסד(",31.8122806,35.1035806
"קרית יערים",31.802773,35.099947
"קרית יערים-מוסד",31.8122806,35.1035806
"קרית מוצקין",32.838201,35.079525
"קרית מלאכי",31.730201,34.746997
"קרית נטפים",32.117298,35.112117
"קרית ענבים",31.809911,35.120843
"קרית עקרון",31.857543,34.822259
"קרית שלמה",31.821514,35.245272
"קרית שמונה",33.207932,35.570247
"קרני שומרון",32.171552,35.097464
"קשת",31.753699,35.311458
"ראמה",32.937111,35.366985
"ראס אל-עין",32.915733,35.372705
"ראס עלי",32.77291,35.155514
"ראש הנקרה",33.093782,35.103563
"ראש העין",32.095837,34.952179
"ראש פינה",32.970421,35.542661
"ראש צורים",31.66779,35.12529
"ראשון לציון",31.961544,34.80705
"רבבה",32.118709,35.129585
"רבדים",31.773965,34.814808
"רביבים",31.045194,34.721088
"רביד",32.172161,35.008683
"רגבה",32.977492,35.09913
"רגבים",32.523439,35.033989
"רהט",31.394547,34.753935
"רווחה",31.648693,34.733683
"רוויה",32.448637,35.473119
"רוחמה",31.497377,34.705167
"רומאנה",32.788117,35.311213
"רומת היב",32.77759,35.305684
"רומת הייב",32.77759,35.305684
"רועי",32.247509,35.489481
"רותם",31.848773,35.154644
"רחוב",32.451098,35.4896
"רחובות",31.892772,34.811274
"ריחאניה",33.049921,35.487064
"ריחן",32.162832,35.071072
"ריינה",32.719923,35.317656
"רימונים",31.935381,35.340496
"רינתיה",32.044364,34.928479
"רכסים",32.749264,35.099582
"רם-און",32.528741,35.258659
"רמות השבים",32.165089,34.881545
"רמות מאיר",31.874443,34.85521
"רמות מנשה",32.597041,35.057179
"רמות נפתלי",33.102353,35.553314
"רמות",31.821163,35.200708
"רמלה",31.931565,34.87294
"רמת אפעל",32.044431,34.831456
"רמת גן",32.068423,34.824787
"רמת דוד",32.6666667,35.1833333
"רמת הכובש",32.218311,34.938291
"רמת השופט",32.609355,35.094081
"רמת השרון",32.137792,34.84028
"רמת יוחנן",32.793456,35.12221
"רמת ישי",32.704028,35.166004
"רמת מגשימים",32.844065,35.806581
"רמת פנקס",32.034812,34.841482
"רמת צבי",32.591961,35.414499
"רמת רזיאל",31.773572,35.074448
"רמת רחל",31.740175,35.21955
"רנן",31.338709,34.600359
"רעים",31.386158,34.458825
"רעננה",32.18478,34.871328
"רפיח ים",31.8515,35.034477
"רקפת",31.564028,35.030585
"רשפון",32.201855,34.824725
"רשפים",32.481234,35.478792
"רתמים",31.054009,34.690903
"שא-נור",32.284089,35.125267
"שאר ישוב",33.229189,35.649255
"שבי ציון",32.982078,35.083006
"שבי שומרון",32.263719,35.183446
"שבלי - אום אל-גנם",32.6833333,35.4
"שבלי",32.6833333,35.4
"שבלי-אום אל גאנם",32.6833333,35.4
"שבלי-אום אל-גנם",32.6833333,35.4
"שגב שלום",31.19836,34.839667
"שגב",32.865801,35.252336
"שגב-שלום",31.19836,34.839667
"שגור",32.927506,35.265493
"שדה אילן",32.750509,35.422431
"שדה אליהו",32.441881,35.513805
"שדה אליעזר",33.04647,35.565251
"שדה בוקר",30.873609,34.793099
"שדה דוד",31.577475,34.683444
"שדה ורבורג",32.20869,34.903252
"שדה יואב",31.645722,34.676851
"שדה יעקב",32.697559,35.141317
"שדה יצחק",32.404958,34.992169
"שדה משה",31.610981,34.800428
"שדה נחום",32.525067,35.480857
"שדה נחמיה",33.188233,35.623072
"שדה ניצן",31.230034,34.418364
"שדה עוזיהו",31.758436,34.678195
"שדה צבי",31.448746,34.713235
"שדות ים",32.492612,34.893152
"שדות מיכה",31.721352,34.920684
"שדי אברהם",31.211593,34.335694
"שדי חמד",32.159405,34.944513
"שדי תרומות",32.440897,35.484206
"שדמה",31.833777,34.740091
"שדמות דבורה",32.696244,35.436411
"שדמות מחולה",32.34773,35.530589
"שדרות",31.522693,34.595582
"שואבה",31.799367,35.079005
"שובה",31.449949,34.545498
"שובל",31.413733,34.745816
"שוהם",32.005388,34.946585
"שומרה",33.082469,35.281964
"שומריה",31.432153,34.884096
"שוקדה",31.422096,34.524384
"שורש",31.797487,35.065299
"שורשים",32.89265,35.258562
"שושנת העמקים (רסקו)",32.67721,35.252164
"שושנת העמקים רסקו",32.67721,35.252164
"שושנת העמקים",32.354793,34.856816
"שושנת העמקים-רסקו",32.67721,35.252164
"שזור",32.933935,35.354524
"שחר",31.618234,34.723747
"שחרות",29.904092,34.999174
"שיבולים",31.396397,34.608146
"שיזפון",30.049078,35.028107
"שיח דנון",32.991763,35.147366
"שיטים",32.035706,35.050774
"שייח דנון",32.991763,35.147366
"שילה",38.2536555,15.7153122
"שילת",31.921172,35.014574
"שכניה",32.849185,35.246702
"שלווה",31.563696,34.766833
"שלוחות",32.472607,35.480489
"שלומי",33.072608,35.145946
"שליו",31.738905,34.641155
"שמיר",33.166753,35.659951
"שמעה",31.387341,35.012701
"שמרת",32.951479,35.094956
"שמשית",32.732526,35.24652
"שני",32.264139,34.866389
"שניר",32.235924,35.33027
"שעב",32.889669,35.238766
"שעורים",32.696827,35.417604
"שעל",33.116529,35.718817
"שעלבים",31.870234,34.984306
"שער אפרים",32.290661,34.999449
"שער הגולן",32.686918,35.604657
"שער העמקים",32.72262,35.110603
"שער מנשה",32.4497222,35.0147222
"שערי אברהם",31.817658,35.19075
"שערי תקוה",32.120677,35.026999
"שערי תקווה",32.120677,35.026999
"שפיים",32.216585,34.82241
"שפיר",49.3204789,8.436217
"שפר",32.944552,35.43785
"שפרעם",32.805764,35.169973
"שקד",32.198497,35.007088
"שקף",31.514889,34.937319
"שרונה",32.726481,35.467727
"שריגים (לי-און)",31.678566,34.935091
"שריגים",31.678566,34.935091
"שריד",32.663058,35.224757
"שרשרת",31.404818,34.604398
"שתולה",33.085918,35.315629
"שתולים",31.773686,34.684411
"תאשור",31.371708,34.643549
"תדהר",31.964281,35.048483
"תובל",32.928494,35.245677
"תומר",32.018586,35.439802
"תושיה",31.432893,34.541316
"תימורים",31.716335,34.761357
"תירוש",31.735552,35.180188
"תל אביב - יפו",32.066157,34.777821
"תל אביב-יפו",32.066157,34.777821
"תל יוסף",32.556703,35.398915
"תל יצחק",32.252744,34.87238
"תל מונד",32.256607,34.918462
"תל נוף",31.8394722,34.8218444
"תל עדשים",32.657357,35.30248
"תל קציר",32.706395,35.617862
"תל שבע",31.247568,34.861194
"תל תאומים",32.442536,35.496411
"תלם",31.563049,35.031241
"תלמי אליהו",31.229609,34.429116
"תלמי אלעזר",32.447227,34.974992
"תלמי ביל\"ו",31.438054,34.644824
"תלמי בילו",31.438054,34.644824
"תלמי יוסף",31.199957,34.363752
"תלמי יחיאל",31.75362,34.76431
"תלמי יפה",31.616856,34.612483
"תלמים",31.563415,34.671999
"תמרת",32.7038,35.22549
"תנובות",32.305862,34.962587
"תעוז",31.801287,34.971973
"תפרח",31.32447,34.679237
"תקומה",31.448534,34.578086
"תקוע",31.652784,35.227518
"תרום",31.783305,34.98024
